name,link,price,mileage,BHP,transmission,fuel,owners,body,ULEZ,engine,year
BMW 2 Series,https://www.autotrader.co.uk/dealers/berkshire/reading/sascron-car-supermarket-10509,"£20,990",42000,,Automatic,Petrol,,Convertible,ULEZ,2.0L,2017 (17 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/hertfordshire/waltham-cross/big-motoring-world-enfield-10023180,"£17,700",28783,134,Automatic,Petrol,2,Convertible,ULEZ,1.5L,2017 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cleveland/hartlepool/tonescars-co-uk-489938,"£17,695",32623,,Automatic,Diesel,,Convertible,ULEZ,2.0L,2017 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/oxfordshire/oxford/north-oxford-bmw-2105332,"£21,250",25412,340,Manual,Petrol,2,Convertible,ULEZ,3.0L,2017 (17 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/leicestershire/east-goscote/goscote-services-14807,"£23,495",35400,,Automatic,Petrol,,Convertible,ULEZ,3.0L,2017 (67 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/lancashire/preston/motor-trust-uk-10031649,"£16,795",35803,134,Manual,Petrol,,Convertible,ULEZ,1.5L,2017 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/lancashire/colne/lloyd-colne-bmw-127122,"£23,940",16582,340,Automatic,Petrol,3,Coupe,ULEZ,3.0L,2017 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/county-durham/seaham/pm-car-sales-10001653,"£22,940",31920,,Automatic,Petrol,,Coupe,ULEZ,3.0L,2017 (17 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£22,500",11350,,Automatic,Petrol,,Convertible,ULEZ,2.0L,2017 (17 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/lincoln/south-hykeham/soper-bmw-1711785,"£17,400",31074,184,Automatic,Petrol,2,Coupe,ULEZ,2.0L,2017 (17 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/durham/darlington/car-city-uk-10016653,"£15,990",40289,134,Manual,Petrol,,Coupe,ULEZ,1.5L,2017 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£17,199",39221,,Automatic,Diesel,2,Coupe,ULEZ,2.0L,2017 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/north-yorkshire/harrogate/carlingo-10033603,"£13,850",42331,134,Manual,Petrol,2,Coupe,ULEZ,1.5L,2017 (17 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/glamorgan/cardiff/carshop-cardiff-15039,"£20,250",20972,248,Automatic,Petrol,,Convertible,ULEZ,2.0L,2017 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/west-midlands/oldbury/e-k-trade-limited-10021585,"£18,900",34873,,Automatic,Petrol,2,Coupe,ULEZ,2.0L,2017 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/lancashire/manchester/williams-bmw-manchester-1376626,"£15,980",30699,136,Manual,Petrol,,Coupe,ULEZ,1.5L,2017 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cheshire/altrincham/evans-halshaw-ford-altrincham-10432,"£18,180",15267,,Automatic,Petrol,,Convertible,ULEZ,1.5L,2017 (17 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/cheshire/stockport/dace-motor-company-trading-standards-approved-463,"£14,989",67735,148,Manual,Diesel,2,Coupe,ULEZ,2.0L,2017 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£19,550",45000,,Manual,Petrol,2,Coupe,ULEZ,3.0L,2017 (17 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/tyne-and-wear/newcastle-upon-tyne/arnold-clark-ford-shiremoor-123320,"£22,000",29129,340,Automatic,Petrol,,Coupe,ULEZ,3.0L,2017 (17 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/south-yorkshire/sheffield/sytner-sheffield-bmw-2534,"£20,500",52889,340,Automatic,Petrol,2,Convertible,ULEZ,3.0L,2017 (17 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/county-down/downpatrick/bells-crossgar-19242,"£20,495",33700,252,Automatic,Petrol,,Coupe,ULEZ,2.0L,
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/county-durham/darlington/arrow-motor-company-10019854,"£22,749",32000,340,Automatic,Petrol,2,Coupe,ULEZ,3.0L,2017 (17 reg)
BMW M2,https://www.autotrader.co.uk/dealers/cheshire/warrington/motormill-21977,"£19,999",43843,335,Automatic,Petrol,2,Convertible,ULEZ,3.0L,2017 (17 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£15,300",42300,,Automatic,Diesel,,Coupe,ULEZ,2.0L,2017 (17 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/northamptonshire/northampton/carshop-northampton-10979,"£20,600",19393,192,Automatic,Petrol,,Convertible,ULEZ,2.0L,2017 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£12,800",41200,,Manual,Diesel,3,Coupe,ULEZ,2.0L,2017 (17 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cheshire/winsford/fords-of-winsford-car-supermarket-10015576,"£17,499",36920,,Manual,Petrol,,Convertible,ULEZ,1.5L,2017 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£20,400",59356,,Automatic,Petrol,3,Coupe,ULEZ,3.0L,2017 (17 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/north-lincolnshire/scunthorpe/eddie-wright-car-supermarket-9153,"£16,997",13556,136,Automatic,Petrol,,Convertible,ULEZ,1.5L,2017 (17 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/lancashire/manchester/fords-of-winsford-manchester-2453307,"£18,299",20440,,Automatic,Petrol,,Convertible,ULEZ,1.5L,2017 (17 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/belfast/belfast/johnston-autos-ni-925215,"£13,850",50204,,Manual,Petrol,,Coupe,ULEZ,1.5L,
BMW 2 Series,https://www.autotrader.co.uk/dealers/warwickshire/nuneaton/drive-motor-retail-nuneaton-10010502,"£21,097",34416,340,Automatic,Petrol,,Convertible,ULEZ,3.0L,2017 (17 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/county-durham/darlington/wilson-autotrade-123515,"£15,490",61000,,Automatic,Diesel,,Convertible,ULEZ,2.0L,2017 (17 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/south-yorkshire/sheffield/sytner-sheffield-bmw-2534,"£23,500",35190,340,Automatic,Petrol,2,Convertible,ULEZ,3.0L,2017 (17 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/angus/dundee/struans-toyota-dundee-283351,"£19,995",16414,190,Automatic,Diesel,,Coupe,ULEZ,2.0L,2017 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/northumberland/cramlington/alex-scott-cramlington-2445487,"£17,699",39000,,Automatic,Diesel,2,Coupe,ULEZ,2.0L,2017 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/glasgow-city/glasgow/arnold-clark-glasgow-shields-road-649872,"£17,000",65311,190,Automatic,Diesel,,Coupe,ULEZ,2.0L,2017 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/staffordshire/stafford/lookers-bmw-stafford-4167,"£23,999",27854,340,Automatic,Petrol,3,Coupe,ULEZ,3.0L,2017 (17 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/glamorgan/cardiff/sytner-cardiff-bmw-12800,"£31,000",1207,340,Automatic,Petrol,,Coupe,ULEZ,3.0L,2017 (17 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£19,849",24255,,Automatic,Petrol,,Convertible,ULEZ,3.0L,2017 (67 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/county-tyrone/dungannon/moy-auto-services-704634,"£16,995",40500,,Automatic,Diesel,,Coupe,ULEZ,2.0L,
BMW 2 Series,https://www.autotrader.co.uk/dealers/redcar/cleveland/drive-motor-retail-redcar-621967,"£15,888",37028,136,Automatic,Petrol,,Coupe,ULEZ,1.5L,2017 (17 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£13,450",53000,,Manual,Petrol,2,Coupe,ULEZ,1.5L,
BMW 2 Series,https://www.autotrader.co.uk,"£15,795",29000,,Automatic,Diesel,2,Coupe,ULEZ,2.0L,2017 (67 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/county-antrim/belfast/charles-hurst-premium-direct-544999,"£14,999",39000,136,Manual,Petrol,2,Coupe,ULEZ,1.5L,
BMW 2 Series,https://www.autotrader.co.uk,"£14,200",17900,,Manual,Diesel,4,Convertible,ULEZ,2.0L,2017 (17 reg)
BMW M2,https://www.autotrader.co.uk/dealers/north-west/oldham/h-p-l-motors-oldham-greater-manchester-708953,"£20,799",43757,340,Automatic,Petrol,,Convertible,ULEZ,3.0L,2017 (66 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/hertfordshire/welwyn-garden-city/www-countrycarsales-co-uk-10071,"£14,490",49405,,Manual,Diesel,2,Coupe,ULEZ,2.0L,2017 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/essex/southend-on-sea/safwat-cars-limited-27852,"£26,790",11124,,Automatic,Petrol,,Coupe,ULEZ,3.0L,2017 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/gloucestershire/gloucester/lloyde-national-13887,"£14,999",42480,,Manual,Diesel,,Convertible,ULEZ,2.0L,2017 (17 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/worcestershire/kidderminster/bradley-performance-10034840,"£17,995",15900,,Manual,Diesel,,Coupe,ULEZ,2.0L,2017 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/staffordshire/burton-on-trent/outwoods-motors-636241,"£14,990",32200,,Manual,Petrol,2,Coupe,ULEZ,1.5L,2017 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/west-midlands/birmingham/wynford-specialist-motors-limited-562318,"£24,295",24000,,Automatic,Petrol,,Coupe,ULEZ,3.0L,2017 (67 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/cheshire/wirral/irby-motor-company-4585,"£16,495",6800,134,Manual,Petrol,,Coupe,ULEZ,1.5L,2017 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/lancashire/preston/docklands-motor-co-ltd-672992,"£16,850",35000,,Automatic,Petrol,,Coupe,ULEZ,3.0L,2017 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/hertfordshire/waltham-cross/big-motoring-world-enfield-10023180,"£15,625",43319,134,Automatic,Petrol,,Convertible,ULEZ,1.5L,2018 (68 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/bedfordshire/ampthill/powerlease-ltd-22177,"£19,344",52116,248,Automatic,Petrol,2,Coupe,ULEZ,2.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/greater-london/london/cargiant-13713,"£17,798",19222,150,Manual,Diesel,,Convertible,ULEZ,2.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/kent/chatham/big-motoring-world-blue-bell-hill-10007657,"£15,000",30425,134,Manual,Petrol,2,Coupe,ULEZ,1.5L,2018 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/west-sussex/horsham/unit-one-automotive-limited-10019396,"£13,350",74859,,Manual,Diesel,2,Coupe,ULEZ,2.0L,2018 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/lincolnshire/boston/jct600-approved-boston-10025551,"£14,989",39379,150,Automatic,Diesel,,Coupe,ULEZ,2.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/northamptonshire/peterborough/big-motoring-world-peterborough-werrington-10031100,"£14,925",40807,134,Manual,Petrol,,Coupe,ULEZ,1.5L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/greater-london/london/cargiant-13713,"£13,698",65335,150,Manual,Diesel,,Coupe,ULEZ,2.0L,2018 (18 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/essex/steeple/car-hunters-579636,"£15,495",76334,188,Automatic,Diesel,2,Coupe,ULEZ,2.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/west-sussex/horsham/james-paul-17691,"£16,990",39000,136,Manual,Petrol,,Coupe,ULEZ,1.5L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£14,700",47000,,Manual,Petrol,,Coupe,ULEZ,1.5L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/greater-london/london/cargiant-13713,"£16,198",49789,150,Manual,Diesel,,Convertible,ULEZ,2.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/hertfordshire/waltham-cross/big-motoring-world-enfield-10023180,"£16,700",25126,134,Manual,Petrol,3,Convertible,ULEZ,1.5L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/suffolk/ipswich/car-store-ipswich-10012595,"£15,880",24546,136,Manual,Petrol,,Coupe,ULEZ,1.5L,2018 (18 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/hertfordshire/hoddesdon/red-house-car-sales-945313,"£16,990",30000,134,Manual,Petrol,2,Coupe,ULEZ,1.5L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/hertfordshire/waltham-cross/big-motoring-world-enfield-10023180,"£18,400",27687,148,Automatic,Diesel,2,Coupe,ULEZ,2.0L,2018 (68 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/essex/steeple/car-hunters-579636,"£18,295",29617,134,Automatic,Petrol,2,Coupe,ULEZ,1.5L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/nottinghamshire/sutton-in-ashfield/available-car-supermarket-sutton-in-ashfield-92383,"£17,999",12656,136,Manual,Petrol,,Convertible,ULEZ,1.5L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/hertfordshire/waltham-cross/big-motoring-world-enfield-10023180,"£15,525",61430,134,Automatic,Petrol,,Convertible,ULEZ,1.5L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£18,250",56490,,Automatic,Petrol,,Coupe,ULEZ,2.0L,2018 (18 reg)
BMW M2,https://www.autotrader.co.uk/dealers/essex/chelmsford/littleoak-specialist-cars-limited-10016764,"£23,500",40000,,Automatic,Petrol,,Coupe,ULEZ,3.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/kent/chatham/big-motoring-world-blue-bell-hill-10007657,"£15,900",37504,134,Manual,Petrol,2,Convertible,ULEZ,1.5L,2018 (18 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/essex/wickford/adr-of-hanningfield-ltd-10008518,"£21,495",21629,181,Automatic,Petrol,4,Coupe,ULEZ,2.0L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/suffolk/bury-st-edmunds/cecil-larter-10005244,"£20,900",24000,,Automatic,Petrol,2,Coupe,ULEZ,2.0L,2018 (18 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/suffolk/ipswich/integrity-automotive-limited-10001918,"£15,995",39906,,Automatic,Diesel,2,Coupe,ULEZ,2.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/avon/bristol/autochoice-19910,"£15,499",76000,,Manual,Petrol,,Coupe,ULEZ,1.5L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/somerset/bridgwater/somerset-car-sales-ltd-121840,"£16,450",51000,,Automatic,Petrol,2,Coupe,ULEZ,1.5L,2018 (67 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/kent/maidstone/marshams-8952,"£17,594",19239,134,Automatic,Petrol,2,Coupe,ULEZ,1.5L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/kent/chatham/big-motoring-world-blue-bell-hill-10007657,"£17,700",33204,134,Automatic,Petrol,,Convertible,ULEZ,1.5L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/nottinghamshire/sutton-in-ashfield/available-car-supermarket-sutton-in-ashfield-92383,"£20,199",20711,136,Automatic,Petrol,,Coupe,ULEZ,1.5L,2018 (68 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/cambridgeshire/peterborough/carworld-car-supermarket-27396,"£12,990",81446,134,Manual,Petrol,,Coupe,ULEZ,1.5L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/essex/romford/sytner-harold-wood-bmw-26171,"£20,500",20936,150,Automatic,Diesel,,Coupe,ULEZ,2.0L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/carsupermarket-com-click-collect-10027894,"£15,698",61160,,Automatic,Diesel,,Coupe,ULEZ,2.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/buckinghamshire/slough/best-choice-cars-10011208,"£16,750",60000,,Automatic,Diesel,,Coupe,ULEZ,2.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/wiltshire/trowbridge/oakwood-prestige-cars-571905,"£20,990",37000,,Automatic,Petrol,2,Coupe,ULEZ,2.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/south-yorkshire/sheffield/evans-halshaw-renault-sheffield-11295,"£14,000",62777,150,Automatic,Diesel,,Coupe,ULEZ,2.0L,2018 (18 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/essex/steeple/car-hunters-579636,"£16,995",37521,,Manual,Diesel,,Coupe,ULEZ,2.0L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/north-somerset/north-somerset/autostrada-limited-307850,"£18,449",17000,,Automatic,Diesel,,Coupe,ULEZ,2.0L,2018 (18 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/middlesex/ashford/convent-motors-4523,"£15,790",23000,134,Manual,Petrol,2,Coupe,ULEZ,1.5L,2018 (18 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/staffordshire/stoke-on-trent/baskeyfield-motors-11650,"£15,495",57600,134,Manual,Petrol,,Coupe,ULEZ,1.5L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cazoo-10023353,"£17,349",34766,134,Automatic,Petrol,,Coupe,ULEZ,1.5L,2018 (67 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/lancashire/bury/the-car-co-203684,"£18,675",31625,134,Automatic,Petrol,,Coupe,ULEZ,1.5L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/leicestershire/loughborough/motorline-direct-19524,"£17,899",60000,,Automatic,Diesel,,Coupe,ULEZ,2.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£14,495",43400,,Manual,Diesel,2,Coupe,ULEZ,2.0L,2018 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/warwickshire/coventry/car-store-coventry-10009355,"£18,740",9413,136,Manual,Petrol,,Coupe,ULEZ,1.5L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/hertfordshire/bishop-stortford/group-1-stansted-bmw-1576622,"£17,490",31784,150,Manual,Diesel,2,Coupe,ULEZ,2.0L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/essex/harlow/dealer-exchanges-direct-10031373,"£24,995",30000,,Automatic,Petrol,,Coupe,ULEZ,3.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/kent/aylesford/arden-maidstone-bmw-2083876,"£16,795",33721,136,Manual,Petrol,,Coupe,ULEZ,1.5L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cazoo-10023353,"£19,799",34791,181,Automatic,Petrol,,Coupe,ULEZ,2.0L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/derbyshire/castle-donnington/available-car-supermarket-castle-donington-13023,"£19,699",26860,136,Automatic,Petrol,,Convertible,ULEZ,1.5L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/wiltshire/marlborough/v-g-performance-cars-ltd-10025905,"£16,995",22000,,Automatic,Petrol,4,Coupe,ULEZ,3.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cazoo-10023353,"£15,199",46760,148,Manual,Diesel,,Coupe,ULEZ,2.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/surrey/guildford/vines-of-guildford-bmw-724581,"£17,924",44590,190,Manual,Diesel,,Convertible,ULEZ,2.0L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/west-sussex/billingshurst/auto-sussex-761650,"£17,495",36884,,Automatic,Petrol,,Convertible,ULEZ,1.5L,2018 (68 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/east-sussex/wadhurst/motor-4-u-limited-504849,"£17,990",28000,134,Manual,Petrol,,Convertible,ULEZ,1.5L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cazoo-10023353,"£16,649",24343,134,Manual,Petrol,,Coupe,ULEZ,1.5L,2018 (18 reg)
BMW 2 SERIES DIESEL COUPE,https://www.autotrader.co.uk/dealers/shropshire/shrewsbury/bravoauto-shrewsbury-10027746,"£18,916",37296,190,Automatic,Diesel,2,Coupe,ULEZ,2.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/hertfordshire/cow-roast/sytner-tring-bmw-1337962,"£25,000",23277,,Automatic,Petrol,,Coupe,ULEZ,3.0L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cazoo-10023353,"£17,149",31127,134,Manual,Petrol,,Coupe,ULEZ,1.5L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£13,500",33000,,Manual,Petrol,3,Coupe,ULEZ,1.5L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cazoo-10023353,"£17,599",34792,134,Automatic,Petrol,,Coupe,ULEZ,1.5L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/essex/leigh-on-sea/eastwood-motor-company-uk-limited-13482,"£16,995",27600,,Manual,Petrol,2,Coupe,ULEZ,1.5L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/west-yorkshire/wakefield/carshop-wakefield-8318,"£13,500",66558,136,Manual,Petrol,,Coupe,ULEZ,1.5L,2018 (18 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/lancashire/rochdale/cartime-rochdale-10019827,"£13,999",67800,148,Manual,Diesel,,Coupe,ULEZ,2.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/hampshire/eastleigh/partridge-bmw-1990518,"£23,992",11253,192,Automatic,Petrol,2,Convertible,ULEZ,2.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/kent/ashford/audi-approved-ashford-10028217,"£16,500",41492,150,Manual,Diesel,3,Convertible,ULEZ,2.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£23,495",16000,,Automatic,Petrol,5,Coupe,ULEZ,3.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/essex/chelmsford/inchcape-chelmsford-bmw-136380,"£22,115",30391,,Automatic,Diesel,2,Coupe,ULEZ,2.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/essex/chelmsford/inchcape-chelmsford-bmw-136380,"£17,782",20008,136,Manual,Petrol,,Coupe,ULEZ,1.5L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/essex/colchester/george-kingsley-prestige-performance-490041,"£28,996",17722,335,Automatic,Petrol,,Coupe,ULEZ,3.0L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/west-midlands/coventry/sytner-coventry-bmw-5179,"£18,500",38991,150,Automatic,Diesel,,Coupe,ULEZ,2.0L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/kent/chatham/big-motoring-world-blue-bell-hill-10007657,"£19,100",32234,187,Automatic,Diesel,2,Convertible,ULEZ,2.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/buckinghamshire/milton-keynes/marshall-approved-used-direct-sales-10033840,"£15,800",55165,136,Manual,Petrol,,Coupe,ULEZ,1.5L,2018 (68 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/essex/wickford/trade-price-cars-489927,"£19,450",19308,148,Automatic,Diesel,,Convertible,ULEZ,2.0L,2018 (18 reg)
BMW 2 SERIES,https://www.autotrader.co.uk/dealers/derbyshire/derby/hilton-garage-ltd-4400,"£17,900",54000,188,Automatic,Diesel,,Coupe,ULEZ,2.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cazoo-10023353,"£17,199",18937,148,Manual,Diesel,,Convertible,ULEZ,2.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/nottinghamshire/sutton-in-ashfield/available-car-supermarket-sutton-in-ashfield-92383,"£17,499",32611,136,Automatic,Petrol,3,Coupe,ULEZ,1.5L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/carsupermarket-com-click-collect-10027894,"£16,498",44084,,Manual,Petrol,,Coupe,ULEZ,1.5L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk,"£16,200",31000,,Automatic,Petrol,2,Coupe,ULEZ,2.0L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cazoo-10023353,"£19,149",25433,134,Automatic,Petrol,,Coupe,ULEZ,1.5L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/cazoo-10023353,"£22,099",38034,335,Automatic,Petrol,,Coupe,ULEZ,3.0L,2018 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/lancashire/manchester/newarth-car-sales-1023176,"£17,950",60000,,Automatic,Diesel,2,Coupe,ULEZ,2.0L,2018 (67 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/essex/romford/sytner-harold-wood-bmw-26171,"£21,000",25268,150,Automatic,Diesel,2,Convertible,ULEZ,2.0L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/lancashire/wigan/alpha-motors-8035,"£16,490",34204,136,Manual,Petrol,2,Coupe,ULEZ,1.5L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/greater-london/london/cargiant-13713,"£17,198",30191,136,Manual,Petrol,,Convertible,ULEZ,1.5L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/hampshire/southampton/sparshatts-southampton-28128,"£20,618",23742,,Automatic,Petrol,2,Convertible,ULEZ,1.5L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/west-midlands/wolverhampton/rybrook-bmw-wolverhampton-4498,"£19,950",19116,136,Manual,Petrol,2,Convertible,ULEZ,1.5L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/wembley-prestige-cars-ltd-212156,"£19,470",29000,,Automatic,Petrol,,Convertible,ULEZ,1.5L,2018 (18 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/kent/chatham/big-motoring-world-blue-bell-hill-10007657,"£18,700",26411,134,Automatic,Petrol,2,Coupe,ULEZ,1.5L,2018 (68 reg)
BMW 2 Series,https://www.autotrader.co.uk/dealers/lancashire/preston/gs-car-centre-10024226,"£23,500",35000,,Automatic,Petrol,,Coupe,ULEZ,3.0L,2018 (18 reg)
